city_longitude,city_latitude,Haunting_Occurred
"-83.1499322",42.65836609999999,2025-01-01T00:00:00Z
"-83.1499322",42.65836609999999,2025-01-01T00:00:00Z
"-85.5600316",43.1200272,2007-01-01T00:00:00Z
"-85.5600316",43.1200272,2025-01-01T00:00:00Z
"-85.5600316",43.1200272,2025-01-01T00:00:00Z
"-85.5600316",43.1200272,2025-01-01T00:00:00Z
"-83.2465957",42.0708765,2025-01-01T00:00:00Z
"-83.0129874",42.802808,2025-01-01T00:00:00Z
"-83.39659940000001",42.2222614,2025-01-01T00:00:00Z
"-83.39659940000001",42.2222614,1930-01-01T00:00:00Z
"-83.39659940000001",42.2222614,2025-01-01T00:00:00Z
"-84.5919682",44.4983504,1874-03-07T00:00:00Z
"-84.5919682",44.4983504,2025-01-01T00:00:00Z
"-82.9371409",42.4972583,2025-01-01T00:00:00Z
"-82.9371409",42.4972583,2005-07-07T00:00:00Z
"-82.9371409",42.4972583,1998-03-07T00:00:00Z
"-82.9371409",42.4972583,1987-03-07T00:00:00Z
"-82.9371409",42.4972583,1962-03-07T00:00:00Z
"-82.89636039999999",42.4974085,1978-03-07T00:00:00Z
"-83.9508068",43.4194699,2025-01-01T00:00:00Z
"-83.9508068",43.4194699,2025-01-01T00:00:00Z
"-83.9508068",43.4194699,2025-01-01T00:00:00Z
"-83.6135572",42.3929212,2025-01-01T00:00:00Z
"-88.70207339999999",34.3710293,1940-01-01T00:00:00Z
"-82.8296572",43.4202989,2025-01-01T00:00:00Z
"-86.2019825",42.6550248,1920-01-01T00:00:00Z
"-86.2019825",42.6550248,2004-10-07T00:00:00Z
"-84.3453169",46.4952996,2025-01-01T00:00:00Z
"-85.63777759999999",42.11421070000001,2025-01-01T00:00:00Z
"-83.4510724",43.7322394,2025-01-01T00:00:00Z
"-83.0329934",42.670782,2025-01-01T00:00:00Z
"-85.03361000000001",46.67778,2025-01-01T00:00:00Z
"-84.6947325",43.5244747,2025-01-01T00:00:00Z
"-84.6947325",43.5244747,1960-01-01T00:00:00Z
"-88.70847189999999",46.5046647,1920-01-01T00:00:00Z
"-85.1271907",43.2452303,2007-12-07T00:00:00Z
"-84.41726659999999",42.0415105,2025-01-01T00:00:00Z
"-83.2610406",42.0639323,2025-01-01T00:00:00Z
"-83.19381469999999",42.2139284,2025-01-01T00:00:00Z
"-83.19381469999999",42.2139284,2025-01-01T00:00:00Z
"-83.19381469999999",42.2139284,2025-01-01T00:00:00Z
